StockQty,ReservedQty,AvailableQty,ReorderLevel,SafetyStock,InventoryValue,LastUpdated
2204,227,1977,340,327,10745557.92,2026-06-30
3809,977,2832,648,377,4853084.99,2026-07-08
3670,895,2775,900,385,5747366.8,2026-06-24
4316,1171,3145,589,255,12824907.68,2026-06-20
4886,1418,3468,558,376,1951175.24,2026-06-21
2730,740,1990,551,232,5532918.3,2026-07-11
2806,452,2354,590,158,12825580.62,2026-07-11
670,104,566,70,74,1414644.7,2026-06-19
851,156,695,172,104,2615710.19,2026-06-22
888,27,861,204,117,373501.68,2026-07-10
4312,27,4285,1063,582,4927149.92,2026-07-12
2779,545,2234,452,245,7422514.47,2026-06-29
3168,99,3069,735,248,11610371.52,2026-07-12
3804,912,2892,530,224,16193399.76,2026-07-04
3865,912,2953,731,485,14108564.1,2026-07-16
4631,230,4401,463,517,6916676.36,2026-07-04
4504,1089,3415,920,563,11622662.08,2026-07-17
4157,955,3202,426,469,7328791.0,2026-06-28
1326,282,1044,310,166,1683250.92,2026-06-28
2557,412,2145,405,190,10277503.52,2026-06-20
4951,167,4784,903,331,8033443.09,2026-07-10
3098,745,2353,445,281,6226546.28,2026-07-14
155,25,130,32,14,389028.3,2026-06-24
4277,441,3836,887,392,7926692.41,2026-06-24
402,119,283,66,55,552782.16,2026-06-22
3413,653,2760,443,367,9998349.37,2026-07-10
144,31,113,20,14,564232.32,2026-06-24
1077,190,887,193,134,3123375.39,2026-07-16
1342,97,1245,299,187,1338457.12,2026-07-09
903,268,635,211,59,406151.34,2026-06-21
3447,785,2662,703,393,16648320.6,2026-06-20
4140,98,4042,708,222,5233829.4,2026-07-02
3250,772,2478,587,174,14454472.5,2026-07-18
1279,43,1236,314,107,5528873.99,2026-06-20
2680,474,2206,462,150,242459.6,2026-06-27
3995,672,3323,419,221,11000871.7,2026-06-23
1373,205,1168,307,174,3825548.71,2026-07-02
1089,118,971,141,105,76905.18,2026-07-02
304,71,233,59,31,902013.6,2026-07-03
593,6,587,120,46,1231328.92,2026-06-23
2081,394,1687,321,144,3096819.34,2026-07-06
2187,628,1559,528,297,6592667.76,2026-07-05
4381,568,3813,693,319,18579032.42,2026-07-17
3672,778,2894,615,523,2721649.68,2026-07-09
71,19,52,11,6,275209.49,2026-07-10
4308,850,3458,838,418,3394574.76,2026-07-02
2161,288,1873,357,262,9088236.77,2026-06-30
920,75,845,170,79,2962869.2,2026-06-30
3137,160,2977,689,352,4432957.44,2026-06-30
3319,181,3138,502,478,9570535.64,2026-07-14
3400,210,3190,646,401,12397896.0,2026-07-03
3780,867,2913,557,428,16669006.2,2026-07-16
3371,331,3040,460,401,8921418.92,2026-07-08
2710,126,2584,304,312,4676592.8,2026-07-05
4381,829,3552,476,297,4681361.36,2026-07-07
342,23,319,42,46,590787.9,2026-06-26
3259,928,2331,361,233,9357664.47,2026-06-30
4487,918,3569,781,325,470461.95,2026-07-16
688,47,641,164,85,2856190.72,2026-06-24
2995,805,2190,419,331,5831654.35,2026-07-12
961,20,941,175,92,3973465.92,2026-06-20
1925,481,1444,450,280,6287242.5,2026-06-29
3145,33,3112,357,301,14906985.5,2026-06-30
3862,591,3271,545,549,4022504.72,2026-07-06
3429,264,3165,655,462,16076832.21,2026-06-30
4883,164,4719,1005,298,5324813.84,2026-06-19
4634,24,4610,581,252,22122716.0,2026-06-21
140,23,117,23,14,241036.6,2026-07-04
1533,338,1195,316,165,1764590.31,2026-07-18
3234,233,3001,354,171,14948582.88,2026-07-17
4311,676,3635,843,413,7735529.07,2026-07-17
2693,387,2306,537,280,2526707.25,2026-06-27
4090,1012,3078,959,245,20090039.1,2026-07-07
3066,759,2307,307,414,13675279.8,2026-07-08
2607,120,2487,385,333,10251610.38,2026-07-05
875,20,855,148,112,523468.75,2026-06-29
737,91,646,86,108,1081075.82,2026-07-07
1794,201,1593,287,239,5978612.64,2026-06-24
182,39,143,33,14,632322.6,2026-07-18
2147,165,1982,500,123,4773446.57,2026-07-12
3137,680,2457,520,397,13598173.49,2026-07-11
3805,58,3747,387,347,16770347.25,2026-06-30
2109,310,1799,235,284,8879585.97,2026-06-24
835,131,704,170,85,4057907.95,2026-07-11
4476,704,3772,1063,407,5158679.52,2026-06-29
341,18,323,44,35,1680430.95,2026-07-16
3429,775,2654,809,375,10065932.37,2026-07-03
3483,676,2807,560,311,15783214.5,2026-07-09
2484,321,2163,606,283,1149297.12,2026-06-26
1615,219,1396,198,145,7314254.25,2026-07-02
895,232,663,191,82,1443285.95,2026-07-13
3555,92,3463,757,355,479391.75,2026-07-13
4304,531,3773,628,238,15817027.84,2026-06-26
1767,441,1326,239,133,3874960.32,2026-06-28
4809,1299,3510,822,686,15210722.73,2026-07-16
3403,81,3322,496,250,9206306.05,2026-07-05
3668,815,2853,913,357,4514060.88,2026-07-14
482,60,422,117,49,1584762.98,2026-07-07
881,176,705,167,50,4104297.08,2026-07-04
3155,792,2363,385,470,5506453.05,2026-06-30
2641,282,2359,425,211,5166192.15,2026-06-26
1511,319,1192,167,174,513196.04,2026-07-12
4941,1359,3582,1003,693,14059862.55,2026-07-07
280,21,259,43,23,627457.6,2026-07-15
3831,83,3748,427,200,14162977.14,2026-07-11
1019,288,731,123,107,3129206.34,2026-06-23
2589,79,2510,587,210,9877708.14,2026-07-01
124,25,99,14,16,232208.6,2026-06-22
3768,17,3751,593,406,14585362.8,2026-06-30
452,44,408,78,64,407948.08,2026-07-02
3602,495,3107,514,483,3574156.54,2026-07-16
2287,671,1616,452,333,8605386.38,2026-06-28
3678,178,3500,888,471,17292668.7,2026-06-25
4568,845,3723,529,238,15251227.28,2026-07-12
1206,171,1035,202,143,3215774.88,2026-07-18
3484,1029,2455,600,328,1135052.36,2026-07-07
2367,168,2199,437,279,4830952.32,2026-07-10
4085,926,3159,620,312,20158903.1,2026-06-20
4041,28,4013,843,508,19515807.45,2026-07-09
723,92,631,102,102,2579772.45,2026-06-19
2402,163,2239,355,254,10779959.82,2026-07-06
1467,375,1092,246,211,6622170.03,2026-07-06
2795,671,2124,314,303,7521233.2,2026-07-16
3454,716,2738,843,235,800015.48,2026-06-23
1976,365,1611,345,283,5839356.64,2026-07-12
1724,396,1328,294,173,2335847.6,2026-06-30
4687,666,4021,946,519,11992111.33,2026-07-04
4040,467,3573,545,542,8933409.6,2026-07-11
113,30,83,28,14,442495.57,2026-07-18
3202,943,2259,429,293,4689104.86,2026-06-25
2792,804,1988,309,249,4190066.08,2026-06-24
2186,538,1648,514,240,8103982.92,2026-06-24
4724,573,4151,551,286,4777286.72,2026-07-07
1256,266,990,219,168,2271953.28,2026-06-25
2807,599,2208,554,274,6202122.64,2026-07-05
599,150,449,142,51,1292186.76,2026-06-20
4125,333,3792,902,572,1373295.0,2026-07-08
1048,76,972,172,112,1741817.92,2026-07-17
701,56,645,102,68,239076.05,2026-07-16
4314,507,3807,465,465,19041737.16,2026-07-18
2012,452,1560,265,287,7880480.88,2026-06-28
1669,310,1359,313,221,984242.68,2026-07-07
2800,592,2208,528,257,1776516.0,2026-07-01
2759,250,2509,413,317,5749783.59,2026-07-08
3765,466,3299,876,459,10872378.75,2026-07-03
3274,278,2996,409,213,7238519.34,2026-07-08
324,95,229,53,34,1031470.2,2026-06-29
4196,313,3883,641,416,511450.44,2026-07-17
1296,322,974,277,114,1166425.92,2026-07-14
3169,787,2382,346,220,8236928.18,2026-07-17
3498,281,3217,369,178,2588100.24,2026-07-10
4951,932,4019,1103,595,5528633.17,2026-06-19
2261,556,1705,533,307,10488304.19,2026-06-23
2309,386,1923,436,284,540583.08,2026-07-03
400,87,313,79,42,411280.0,2026-07-04
4039,328,3711,918,565,7022165.01,2026-07-06
1743,517,1226,193,179,5511366.0,2026-07-12
4902,443,4459,525,371,18428333.7,2026-06-19
3347,913,2434,733,260,15840949.36,2026-06-30
251,64,187,58,31,1204415.97,2026-07-18
221,22,199,55,26,492142.69,2026-06-30
2503,9,2494,382,244,378278.39,2026-07-01
2807,497,2310,332,236,12945519.09,2026-06-25
3686,628,3058,560,287,9721751.28,2026-07-12
4044,683,3361,494,282,1409091.36,2026-06-23
3455,450,3005,649,484,10364343.55,2026-07-15
2503,466,2037,580,170,9051448.72,2026-07-08
3166,565,2601,692,255,5676194.76,2026-07-08
3916,185,3731,731,217,14945139.88,2026-07-17
3406,243,3163,833,213,5319524.86,2026-06-26
4987,970,4017,913,597,8011515.76,2026-07-06
808,42,766,89,64,107302.4,2026-07-04
3657,162,3495,848,449,4346088.51,2026-06-25
3660,48,3612,725,236,17832471.6,2026-07-18
3313,809,2504,825,319,3230903.86,2026-06-21
731,20,711,83,98,594785.46,2026-07-04
4289,872,3417,463,313,16591438.93,2026-06-20
4138,663,3475,1025,222,5669101.38,2026-06-27
2395,458,1937,294,292,3509058.2,2026-07-07
3164,138,3026,470,272,12697796.44,2026-06-21
2127,272,1855,247,142,342595.89,2026-06-19
1249,272,977,259,170,5159519.08,2026-06-21
1281,267,1014,317,128,5998961.43,2026-06-22
147,16,131,35,8,60472.86,2026-06-24
2811,547,2264,371,167,2054222.58,2026-06-21
4423,147,4276,903,643,7094138.16,2026-06-23
2639,78,2561,453,180,4682667.99,2026-07-04
4089,552,3537,933,208,9251771.4,2026-07-09
3144,669,2475,719,216,1878948.72,2026-06-22
3768,811,2957,761,347,17432840.4,2026-07-09
2542,577,1965,482,252,12045927.92,2026-06-22
859,152,707,195,78,2885733.19,2026-07-17
4265,1178,3087,1005,377,15658137.15,2026-07-11
3114,487,2627,675,211,6438475.26,2026-06-28
1080,300,780,259,133,3246706.8,2026-07-16
835,87,748,137,87,2432254.8,2026-07-01
3104,459,2645,665,342,13429207.68,2026-07-01
1004,141,863,211,135,2419700.24,2026-07-13
1526,213,1313,378,95,2404380.86,2026-06-22
4634,53,4581,1126,513,8808214.52,2026-06-25
879,81,798,204,48,67155.6,2026-06-23
1603,194,1409,184,119,961639.7,2026-06-30
3053,835,2218,605,412,14195900.46,2026-06-19
3583,916,2667,410,359,15327823.19,2026-06-21
813,27,786,129,57,2123108.85,2026-07-15
3961,347,3614,952,211,16254478.43,2026-07-13
2625,112,2513,560,138,9827606.25,2026-06-25
109,11,98,11,9,500181.38,2026-06-28
4751,250,4501,575,556,8879238.92,2026-07-14
3939,898,3041,507,320,13458302.52,2026-07-03
3612,1057,2555,633,470,15388167.48,2026-07-07
1802,189,1613,285,110,1650127.44,2026-07-16
668,9,659,126,66,2126043.6,2026-06-21
4142,567,3575,926,437,11405452.62,2026-07-16
1082,42,1040,171,157,4276799.76,2026-07-08
4960,985,3975,1170,306,21217540.8,2026-07-12
765,221,544,126,66,2216870.55,2026-06-25
3368,578,2790,662,439,16803794.0,2026-06-28
986,199,787,130,76,1088366.52,2026-06-29
2531,75,2456,534,168,4225631.05,2026-06-22
2907,214,2693,419,357,2918133.81,2026-06-21
1018,26,992,160,65,4793090.12,2026-07-01
2033,244,1789,415,162,10154021.8,2026-07-01
4321,935,3386,965,356,9760966.16,2026-07-14
1419,172,1247,285,81,3824205.0,2026-06-25
98,4,94,10,5,223400.8,2026-07-12
4288,81,4207,973,526,14624524.16,2026-07-11
1813,466,1347,377,95,1142353.17,2026-06-30
2640,3,2637,420,180,13023357.6,2026-07-09
4813,247,4566,527,682,18627994.55,2026-07-06
4532,383,4149,900,488,15494273.52,2026-07-04
796,41,755,88,47,1233975.12,2026-07-09
1936,16,1920,324,263,1539003.84,2026-06-22
4418,1035,3383,491,238,15147201.36,2026-07-18
3117,280,2837,469,276,7127737.41,2026-06-25
2075,152,1923,421,140,3802707.25,2026-06-25
4511,802,3709,916,624,745036.76,2026-06-22
2488,532,1956,609,256,1805193.28,2026-07-14
3429,837,2592,467,290,15775868.88,2026-07-15
4815,845,3970,867,352,18071369.1,2026-06-25
1608,183,1425,270,128,5575289.76,2026-06-25
2858,197,2661,663,294,3891824.34,2026-06-20
4315,191,4124,633,370,18650940.25,2026-07-08
2942,2,2940,684,306,1704094.66,2026-06-29
3139,656,2483,552,344,2642284.64,2026-06-22
3731,175,3556,560,463,7658399.84,2026-07-14
3928,304,3624,761,539,4304970.16,2026-07-08
3066,689,2377,450,187,3318055.86,2026-07-02
1915,338,1577,431,149,6068405.2,2026-06-24
4840,28,4812,923,688,5708973.6,2026-07-12
2895,514,2381,626,161,3200017.2,2026-07-07
2648,320,2328,278,339,10580216.4,2026-06-22
4517,1112,3405,1124,552,9517770.7,2026-06-29
942,62,880,135,133,234247.14,2026-06-20
787,28,759,132,43,2233679.14,2026-06-26
2501,602,1899,466,174,12151583.69,2026-06-28
4600,978,3622,672,615,22001018.0,2026-07-09
1676,247,1429,174,172,636209.6,2026-07-01
1722,128,1594,391,246,2139981.06,2026-06-24
2969,636,2333,549,160,12447948.16,2026-07-10
707,65,642,103,69,2337243.02,2026-07-18
2443,184,2259,437,170,9576462.28,2026-06-30
2669,639,2030,496,175,7999793.7,2026-07-09
2143,579,1564,305,233,10472540.98,2026-07-13
3649,1004,2645,713,480,6554662.21,2026-06-28
2801,611,2190,327,238,2722628.02,2026-07-04
3023,614,2409,605,410,5198199.65,2026-07-18
1968,474,1494,263,121,7390351.68,2026-07-17
3082,840,2242,359,433,1064122.14,2026-06-22
4774,1042,3732,878,371,8365718.9,2026-07-09
63,9,54,7,3,23875.11,2026-07-11
1862,98,1764,212,244,8079460.06,2026-07-10
2106,433,1673,446,250,9295020.54,2026-07-02
70,19,51,8,9,231028.7,2026-06-19
1255,15,1240,162,152,1397768.8,2026-06-30
1707,279,1428,175,131,8217344.37,2026-06-26
4998,513,4485,554,250,18041480.52,2026-06-29
4883,213,4670,703,598,17106174.43,2026-07-17
118,10,108,22,9,115038.2,2026-06-22
1232,1,1231,171,81,2787917.44,2026-07-16
4577,4,4573,690,650,10806068.15,2026-06-30
4983,222,4761,1004,627,16297947.93,2026-06-27
2468,537,1931,409,227,1822445.24,2026-07-05
1953,276,1677,228,248,6505989.84,2026-06-25
4592,432,4160,798,263,15543874.08,2026-07-14
889,79,810,97,44,4334621.76,2026-06-26
154,32,122,24,13,200341.68,2026-07-08
1705,471,1234,409,162,4096586.45,2026-07-11
3816,135,3681,649,382,1623021.12,2026-06-23
1420,345,1075,345,142,5127208.2,2026-06-27
958,269,689,99,47,932066.94,2026-07-07
1179,139,1040,155,89,5733594.9,2026-07-18
256,22,234,37,16,1021952.0,2026-06-30
3761,949,2812,505,370,6807109.12,2026-07-11
1001,74,927,200,140,1044253.21,2026-07-17
3510,724,2786,539,406,4645169.1,2026-07-01
3562,587,2975,577,354,8205280.72,2026-07-18
2782,773,2009,401,357,2689303.76,2026-07-16
3750,539,3211,716,457,16878975.0,2026-07-04
4317,174,4143,1048,371,16846272.27,2026-06-27
3751,716,3035,879,380,13712605.72,2026-06-28
307,11,296,64,16,1432299.29,2026-07-04
4270,580,3690,913,323,12080726.7,2026-06-27
3873,118,3755,948,332,10244627.22,2026-07-18
2647,562,2085,401,175,2367926.79,2026-07-09
4542,569,3973,508,530,21645627.72,2026-07-01
596,159,437,139,46,866071.44,2026-07-01
2521,483,2038,328,159,11163542.62,2026-07-03
1411,313,1098,237,135,3983648.08,2026-07-14
4270,1128,3142,622,541,18313090.6,2026-07-02
157,4,153,35,13,445058.89,2026-07-01
2688,798,1890,606,134,3103645.44,2026-07-09
3732,704,3028,575,346,1320120.36,2026-07-15
4161,303,3858,444,295,1560832.71,2026-07-10
2501,35,2466,563,303,9885252.52,2026-07-13
3505,728,2777,631,350,7671288.35,2026-06-24
2787,359,2428,322,139,11319456.24,2026-06-24
2007,554,1453,228,217,6727805.19,2026-06-22
3655,10,3645,534,328,8764141.75,2026-07-04
4145,1162,2983,675,479,7533413.15,2026-06-29
4967,703,4264,923,482,9666626.39,2026-06-29
3424,920,2504,534,262,2676198.4,2026-06-21
2114,289,1825,457,242,5402390.42,2026-07-09
2229,444,1785,511,212,8874429.15,2026-07-01
1879,23,1856,463,140,632114.39,2026-06-20
923,97,826,103,98,4284695.22,2026-07-18
2062,295,1767,273,229,1385334.08,2026-07-14
1407,344,1063,350,126,5959700.25,2026-06-20
2885,640,2245,457,358,13817101.65,2026-07-04
2464,414,2050,259,206,1579276.16,2026-07-16
497,128,369,86,44,617124.9,2026-07-13
3826,857,2969,721,371,4923641.14,2026-07-12
1481,241,1240,241,130,7106445.21,2026-06-23
4076,733,3343,478,378,5743206.28,2026-07-05
1660,373,1287,392,222,5578529.6,2026-07-04
218,24,194,50,16,723766.54,2026-07-05
1178,281,897,249,60,96489.98,2026-07-17
1919,164,1755,437,266,2659906.71,2026-06-21
1146,49,1097,256,59,157597.92,2026-07-07
324,97,227,65,17,456687.72,2026-06-27
2635,87,2548,465,301,12649528.3,2026-07-12
1159,330,829,148,118,2676548.24,2026-07-14
4783,1037,3746,1030,597,636043.34,2026-07-12
4220,711,3509,1031,232,12299823.0,2026-07-18
4813,472,4341,668,307,6028426.89,2026-06-21
2028,61,1967,410,277,5866679.52,2026-06-27
2714,382,2332,659,260,9940187.84,2026-07-06
3699,146,3553,648,495,8846380.44,2026-07-17
3278,395,2883,626,173,3254758.98,2026-06-23
2115,112,2003,244,304,1445200.65,2026-06-26
3510,502,3008,785,260,15007215.6,2026-06-19
4663,843,3820,878,608,10556052.77,2026-07-01
1619,275,1344,346,145,4308304.71,2026-07-07
4059,828,3231,539,260,5111133.39,2026-06-30
4472,995,3477,591,464,6836838.32,2026-07-11
98,18,80,15,6,480677.26,2026-06-27
1000,50,950,120,76,3969840.0,2026-06-24
1476,246,1230,289,153,7002882.0,2026-07-09
3104,132,2972,612,205,2254373.12,2026-06-27
3527,360,3167,854,447,13680351.25,2026-07-08
3112,409,2703,759,419,2299519.04,2026-07-08
3661,486,3175,643,372,13436492.37,2026-06-20
4497,809,3688,1065,297,13860293.64,2026-06-29
3001,228,2773,362,189,13917167.51,2026-06-26
567,141,426,58,33,1425092.13,2026-06-28
4315,1039,3276,756,560,6707408.6,2026-07-04
94,11,83,23,8,161899.96,2026-07-13
679,196,483,160,84,2258802.14,2026-07-03
115,3,112,18,6,478511.55,2026-06-22
4217,685,3532,589,441,11733085.61,2026-07-14
1166,18,1148,185,133,157188.46,2026-06-19
3961,627,3334,699,348,15547083.44,2026-06-27
4372,1130,3242,977,232,13694240.72,2026-07-04
111,11,100,18,7,427614.18,2026-07-05
2714,79,2635,521,350,2416925.56,2026-07-17
4871,306,4565,995,516,6145984.25,2026-07-16
2457,261,2196,501,265,443930.76,2026-07-12
2073,392,1681,390,170,3311016.33,2026-07-11
4212,1030,3182,467,621,3273650.64,2026-06-30
3132,678,2454,317,343,12150437.4,2026-07-11
2610,461,2149,543,390,6504250.5,2026-07-16
3844,823,3021,395,285,17543785.36,2026-06-28
1980,95,1885,489,256,1174021.2,2026-07-18
2363,688,1675,585,196,3539230.51,2026-07-06
1297,149,1148,305,132,5398853.29,2026-07-12
446,48,398,89,66,66726.06,2026-07-17
1350,49,1301,289,117,872491.5,2026-07-04
3869,536,3333,551,568,4340592.41,2026-07-05
150,44,106,24,7,35955.0,2026-06-22
4892,1461,3431,711,254,16951269.2,2026-07-16
1482,222,1260,215,217,7239999.78,2026-06-26
284,81,203,68,20,1029383.56,2026-07-01
2589,41,2548,460,207,10445682.96,2026-07-10
3483,164,3319,529,465,14137531.83,2026-07-02
718,180,538,104,43,2111343.62,2026-06-23
1105,25,1080,247,123,2273250.2,2026-06-22
4237,1023,3214,1028,277,13528190.19,2026-06-22
1210,105,1105,290,96,3406803.4,2026-07-12
4824,98,4726,991,292,18064770.48,2026-06-29
580,154,426,73,83,1272520.0,2026-07-08
4475,693,3782,528,669,13812848.25,2026-07-11
1257,346,911,185,148,291372.6,2026-06-19
1741,486,1255,306,204,1631421.46,2026-06-29
3998,1147,2851,624,465,11017088.7,2026-07-14
3438,1010,2428,585,449,12414858.66,2026-07-09
4348,1090,3258,963,496,20486210.72,2026-06-26
1812,152,1660,382,157,8083150.8,2026-07-06
4102,961,3141,916,425,10364031.16,2026-07-08
2162,252,1910,521,310,5658710.7,2026-07-11
1389,288,1101,210,106,3568313.22,2026-07-09
538,58,480,114,45,1704631.48,2026-06-24
2844,395,2449,493,157,7230272.76,2026-06-24
3473,61,3412,745,423,1126328.63,2026-06-26
4761,212,4549,478,606,13858175.97,2026-07-06
220,23,197,28,12,553412.2,2026-07-15
2680,738,1942,555,303,13008907.6,2026-07-03
466,121,345,116,48,597118.42,2026-06-26
3325,838,2487,785,294,15499188.25,2026-06-28
1829,188,1641,206,138,4402915.12,2026-06-29
3257,167,3090,698,453,14993501.79,2026-06-20
2500,705,1795,595,182,5152850.0,2026-06-19
299,29,270,52,44,321039.29,2026-07-15
313,9,304,35,28,1545199.62,2026-06-21
748,129,619,101,68,3500909.28,2026-07-06
402,75,327,90,35,428081.76,2026-07-08
2406,45,2361,417,308,563268.66,2026-07-01
3686,419,3267,691,352,5680199.72,2026-06-20
4366,457,3909,1069,471,1321151.6,2026-07-13
1519,433,1086,267,94,1046454.29,2026-06-26
2079,486,1593,228,115,8373920.94,2026-07-17
2326,137,2189,317,168,6804457.14,2026-06-27
1128,210,918,174,164,4392804.24,2026-07-01
3724,751,2973,682,442,4250461.88,2026-07-16
3229,256,2973,366,385,7265540.61,2026-06-25
1864,245,1619,342,134,438990.64,2026-07-13
621,3,618,71,74,694613.34,2026-07-11
4400,1212,3188,481,363,9893620.0,2026-06-29
2606,270,2336,505,221,11512343.78,2026-06-27
4961,102,4859,715,341,15633103.2,2026-06-24
3079,193,2886,725,312,299709.86,2026-06-20
1060,88,972,137,137,4644262.8,2026-07-11
730,42,688,132,54,3073854.8,2026-07-14
4567,1232,3335,863,518,15125629.98,2026-07-14
532,106,426,106,61,1259946.24,2026-06-28
4102,433,3669,763,456,5787470.78,2026-06-23
2718,254,2464,663,174,12013505.64,2026-06-27
2870,318,2552,358,329,5930252.3,2026-07-10
1565,463,1102,248,138,3424157.4,2026-06-30
367,85,282,86,47,785985.55,2026-07-09
1909,198,1711,416,153,1084082.92,2026-07-06
271,67,204,28,22,23476.73,2026-07-03
4209,607,3602,697,398,6176581.23,2026-07-15
1582,5,1577,214,227,830059.58,2026-07-05
4714,47,4667,1125,682,13180862.54,2026-06-26
3944,838,3106,906,279,17712149.04,2026-06-27
2339,166,2173,466,330,9168014.57,2026-06-19
3169,937,2232,683,268,14960944.07,2026-07-11
1927,162,1765,350,251,2333038.17,2026-06-25
1641,52,1589,344,212,4614574.05,2026-06-19
988,58,930,245,63,3571778.08,2026-06-22
1046,49,997,239,138,1639981.56,2026-07-18
2870,366,2504,578,281,4537871.8,2026-07-10
481,33,448,107,67,200644.34,2026-06-20
2484,572,1912,266,279,9633597.84,2026-07-15
4532,104,4428,831,559,15109234.8,2026-07-03
743,203,540,178,80,3600035.61,2026-06-25
746,193,553,148,57,804076.1,2026-07-15
1037,134,903,180,135,1214824.76,2026-07-11
3537,1005,2532,498,395,4026025.62,2026-07-01
584,113,471,88,40,1295271.12,2026-06-22
2474,721,1753,406,279,10134642.04,2026-07-10
3649,172,3477,640,363,7731720.14,2026-06-26
1347,291,1056,263,184,2939625.45,2026-07-12
1846,446,1400,262,200,3817989.5,2026-07-18
627,93,534,127,82,844844.88,2026-07-09
2671,744,1927,655,314,359302.92,2026-06-29
2765,820,1945,321,300,1334610.2,2026-07-08
1675,498,1177,274,87,901217.0,2026-07-04
2514,107,2407,536,198,260601.24,2026-06-22
3335,605,2730,493,307,5133165.3,2026-06-26
230,40,190,28,28,690526.7,2026-07-04
3299,833,2466,519,477,14956346.4,2026-07-06
2067,139,1928,457,234,9170906.94,2026-07-05
3089,864,2225,672,223,12804739.03,2026-06-23
1658,11,1647,347,135,4971944.08,2026-06-19
3172,528,2644,318,239,6964411.48,2026-06-19
2225,615,1610,230,275,4271377.0,2026-07-06
2462,578,1884,457,210,11421070.28,2026-06-22
385,49,336,65,43,1271019.75,2026-06-20
4707,1032,3675,593,249,2321680.68,2026-07-13
4646,367,4279,685,343,6100430.3,2026-06-24
4028,286,3742,444,334,3821001.08,2026-07-03
3220,689,2531,499,277,1667509.2,2026-07-15
3514,728,2786,467,362,11054727.74,2026-07-01
1745,138,1607,239,120,5474710.65,2026-06-25
799,90,709,108,55,1410642.49,2026-06-25
2098,238,1860,497,251,3434677.76,2026-07-09
840,151,689,119,89,645775.2,2026-06-27
2013,141,1872,403,116,2794285.56,2026-06-29
4225,343,3882,673,419,4868721.0,2026-06-21
972,8,964,234,131,78012.72,2026-06-19
4553,1319,3234,1037,557,20755169.21,2026-06-29
57,14,43,6,7,265870.23,2026-07-09
3245,687,2558,329,314,1325874.55,2026-06-19
2249,165,2084,396,132,3712356.83,2026-07-10
383,14,369,77,29,104581.98,2026-06-25
1019,274,745,161,61,2116299.96,2026-06-25
722,105,617,149,38,1715883.54,2026-06-30
509,7,502,74,61,1228614.02,2026-07-04
4491,693,3798,818,661,1920665.97,2026-06-20
3141,637,2504,502,197,2477275.29,2026-06-26
1553,277,1276,261,95,6547075.28,2026-07-14
947,74,873,165,90,2047953.79,2026-06-30
4473,10,4463,959,582,20796766.2,2026-06-19
133,3,130,18,8,506324.35,2026-06-28
489,15,474,97,59,1310197.26,2026-07-02
2366,587,1779,396,282,7977773.44,2026-06-25
4833,376,4457,877,317,18456598.71,2026-07-02
2032,490,1542,433,206,7545608.48,2026-06-28
472,68,404,107,58,895171.6,2026-07-11
4901,626,4275,542,694,19742208.2,2026-07-05
3639,591,3048,872,326,1423467.63,2026-06-28
3431,245,3186,448,297,5320760.49,2026-07-16
2424,468,1956,277,283,1012213.92,2026-06-24
2368,661,1707,430,346,4159534.08,2026-07-10
1646,40,1606,344,215,5218215.04,2026-07-16
1031,261,770,136,80,2189472.84,2026-06-25
3354,423,2931,714,492,11654244.42,2026-07-16
3291,180,3111,414,446,7070746.41,2026-06-20
3604,673,2931,736,426,11552910.32,2026-07-18
2944,481,2463,529,219,13328194.56,2026-06-24
4861,143,4718,1070,244,3685318.54,2026-07-09
4998,95,4903,799,645,1082716.74,2026-07-08
2874,451,2423,317,249,9975883.92,2026-06-29
3114,784,2330,766,293,2719425.06,2026-06-25
2899,598,2301,586,170,7792251.09,2026-07-09
682,50,632,69,69,192453.58,2026-07-09
201,51,150,40,24,464915.01,2026-07-18
3330,912,2418,752,267,6356437.2,2026-07-07
3744,501,3243,501,391,17151488.64,2026-07-16
4568,463,4105,1080,623,21978932.0,2026-07-11
1909,66,1843,366,112,2643697.74,2026-07-03
2882,375,2507,418,232,10213318.06,2026-06-19
4473,966,3507,767,592,13768251.84,2026-07-01
1654,461,1193,223,204,1303600.1,2026-06-29
299,47,252,41,42,905333.13,2026-06-19
1588,318,1270,219,210,4493833.56,2026-07-01
3350,189,3161,456,339,11229970.5,2026-07-07
1990,375,1615,455,225,7703568.6,2026-07-02
1409,326,1083,224,79,348854.31,2026-07-01
3408,852,2556,747,241,9937557.6,2026-06-22
2328,381,1947,331,342,1788486.0,2026-06-19
4203,843,3360,695,358,7178135.58,2026-07-07
1120,160,960,243,77,1043772.8,2026-06-23
4018,422,3596,542,530,10022579.56,2026-07-10
4372,516,3856,814,260,18365372.96,2026-07-07
4185,161,4024,657,369,6029789.85,2026-07-01
780,223,557,140,113,1042251.6,2026-07-17
492,121,371,105,35,2415597.0,2026-07-11
3811,41,3770,852,546,4437452.18,2026-06-19
2625,424,2201,323,317,8682266.25,2026-06-20
574,48,526,78,49,450963.1,2026-07-15
3666,613,3053,781,464,1967138.94,2026-07-02
1087,49,1038,155,63,2051429.88,2026-07-03
954,158,796,218,84,3398939.82,2026-07-05
4188,273,3915,851,478,5569914.36,2026-07-15
3605,1024,2581,698,351,15789359.25,2026-06-20
1254,367,887,157,158,6036091.38,2026-06-23
3356,524,2832,786,219,3848258.08,2026-07-04
